,Austria_PDs,Belgium_PDs,Croatia_PDs,Cyprus_PDs,Estonia_PDs,Finland_PDs,France_PDs,Germany_PDs,Greece_PDs,Ireland_PDs,Italy_PDs,Latvia_PDs,Lithuania_PDs,Luxembourg_PDs,Malta_PDs,Netherlands_PDs,Portugal_PDs,Slovakia_PDs,Slovenia_PDs,Spain_PDs,Austria_Weights,Belgium_Weights,Croatia_Weights,Cyprus_Weights,Estonia_Weights,Finland_Weights,France_Weights,Germany_Weights,Greece_Weights,Ireland_Weights,Italy_Weights,Latvia_Weights,Lithuania_Weights,Luxembourg_Weights,Malta_Weights,Netherlands_Weights,Portugal_Weights,Slovakia_Weights,Slovenia_Weights,Spain_Weights
2010-11,14.5184,0.3984,25.3389,38.6117,0.0008,0.0792,8.49,5.7766,20.5181,24.0887,24.895,19.5892,24.8862,0.0074,41.163,2.2529,35.0072,0.4386,11.8465,23.512,0.03165786795385032,0.03853931626898234,0.0,0.0019881566450844624,0.0,0.02068032874588866,0.21750529914278302,0.28422747470636783,0.0,0.0,0.1816063028462555,0.0,0.0,0.004160021269709872,0.0006617276240552145,0.0699195555387514,0.01962956502990933,0.006230157600664483,0.0038744931425083546,0.11931973348518943
2010-12,14.3315,0.3946,25.822,37.7566,0.001,0.0715,8.5276,5.7489,19.9051,23.665,24.6243,19.8218,23.5455,0.0073,39.2858,2.1506,36.1018,0.4341,11.6996,23.408,0.03165786795385032,0.03853931626898234,0.0,0.0019881566450844624,0.0,0.02068032874588866,0.21750529914278302,0.28422747470636783,0.0,0.0,0.1816063028462555,0.0,0.0,0.004160021269709872,0.0006617276240552145,0.0699195555387514,0.01962956502990933,0.006230157600664483,0.0038744931425083546,0.11931973348518943
2011-01,13.2832,0.3681,25.1202,33.9991,0.0002,0.0503,8.5392,5.7267,19.3597,24.9887,22.5248,18.6098,23.7753,0.0054,38.9922,1.8973,39.5775,0.4496,12.066,24.1301,0.031775194847243934,0.038736858636968935,0.0,0.002035871322936596,0.0016883340094328045,0.020672927498776677,0.21713810086278051,0.2833836861047549,0.0,0.0,0.17958758286506482,0.0,0.0,0.00432405368399452,0.0006833517165646348,0.0701296942048609,0.019600605586761036,0.00672935328964946,0.003934345213649205,0.11958004015656129
2011-02,11.5949,0.3808,25.5812,39.87,0.0002,0.0652,7.2001,5.8082,18.4123,22.2879,22.7443,19.4874,23.3266,0.0055,37.251,1.5741,40.2924,0.4632,11.8523,21.3813,0.031775194847243934,0.038736858636968935,0.0,0.002035871322936596,0.0016883340094328045,0.020672927498776677,0.21713810086278051,0.2833836861047549,0.0,0.0,0.17958758286506482,0.0,0.0,0.00432405368399452,0.0006833517165646348,0.0701296942048609,0.019600605586761036,0.00672935328964946,0.003934345213649205,0.11958004015656129
2011-03,0.3925,0.3874,22.2841,35.4991,0.0,0.0478,0.1946,4.7008,17.8346,1.038,1.158,17.7909,19.6324,0.0054,33.8701,0.0361,38.5382,0.4688,9.5634,1.0102,0.031775194847243934,0.038736858636968935,0.0,0.002035871322936596,0.0016883340094328045,0.020672927498776677,0.21713810086278051,0.2833836861047549,0.0,0.0,0.17958758286506482,0.0,0.0,0.00432405368399452,0.0006833517165646348,0.0701296942048609,0.019600605586761036,0.00672935328964946,0.003934345213649205,0.11958004015656129
2011-04,0.4881,0.3591,1.1842,2.0817,0.0001,0.0009,0.2154,0.1156,15.9144,0.8995,1.3813,0.5373,0.6629,0.0051,2.6319,0.0319,3.7918,0.242,0.3119,1.1766,0.031775194847243934,0.038736858636968935,0.0,0.002035871322936596,0.0016883340094328045,0.020672927498776677,0.21713810086278051,0.2833836861047549,0.0,0.0,0.17958758286506482,0.0,0.0,0.00432405368399452,0.0006833517165646348,0.0701296942048609,0.019600605586761036,0.00672935328964946,0.003934345213649205,0.11958004015656129
2011-05,0.4911,0.3583,1.2096,1.8089,0.0001,0.0009,0.2316,0.1181,15.3536,0.8482,1.4416,0.539,0.6199,0.0052,2.9488,0.0324,3.6586,0.254,0.3193,1.1927,0.03241045948040505,0.03951130412534845,0.0,0.0020765734195042507,0.0017220879766488006,0.02108623038384194,0.22147922785359928,0.2890492259783144,0.0,0.0,0.1831779822472723,0.0,0.0,0.004410502198017401,0.0006970136053313406,0.07153176001993854,0.0,0.006863889684139313,0.0040130024927278515,0.12197074053491123
2011-06,0.5067,0.3572,1.1363,1.5667,0.0001,0.0008,0.2393,0.1175,14.9005,0.8784,1.4138,0.5398,0.5887,0.0052,2.7768,0.0318,2.8692,0.2539,0.3176,1.2124,0.03247790222889484,0.039593522982758984,0.0,0.0,0.0017256714601337115,0.021130108605723823,0.22194010277173712,0.28965070693728096,0.0,0.0,0.1835591563121768,0.0,0.0,0.0044196799880032046,0.0006984640171438217,0.07168061006950273,0.0,0.006878172714773571,0.004021353127743365,0.12222454878412727
2011-07,0.4669,0.3175,1.4554,3.3776,0.0002,0.0008,0.2483,0.1157,23.758,1.0846,1.3898,0.5975,0.5119,0.0052,2.8439,0.0338,3.6061,0.4963,0.2793,1.2391,0.03247790222889484,0.039593522982758984,0.0,0.0,0.0017256714601337115,0.021130108605723823,0.22194010277173712,0.28965070693728096,0.0,0.0,0.1835591563121768,0.0,0.0,0.0044196799880032046,0.0006984640171438217,0.07168061006950273,0.0,0.006878172714773571,0.004021353127743365,0.12222454878412727
2011-08,0.4877,0.3287,1.5137,3.208,0.0002,0.0008,0.2547,0.1166,24.5802,1.1018,1.3542,0.609,0.5714,0.0052,3.1563,0.0364,3.7421,0.5081,0.2642,1.2549,0.03247790222889484,0.039593522982758984,0.0,0.0,0.0017256714601337115,0.021130108605723823,0.22194010277173712,0.28965070693728096,0.0,0.0,0.1835591563121768,0.0,0.0,0.0044196799880032046,0.0006984640171438217,0.07168061006950273,0.0,0.006878172714773571,0.004021353127743365,0.12222454878412727
