,Austria Debt,Belgium Debt,Cyprus Debt,Germany Debt,Estonia Debt,Spain Debt,Finland Debt,France Debt,Greece Debt,Croatia Debt,Ireland Debt,Italy Debt,Lithuania Debt,Luxembourg Debt,Latvia Debt,Malta Debt,Netherlands Debt,Portugal Debt,Slovenia Debt,Slovakia Debt,Austria MA-5,Belgium MA-5,Croatia MA-5,Cyprus MA-5,Estonia MA-5,Finland MA-5,France MA-5,Germany MA-5,Greece MA-5,Ireland MA-5,Italy MA-5,Latvia MA-5,Lithuania MA-5,Luxembourg MA-5,Malta MA-5,Netherlands MA-5,Portugal MA-5,Slovakia MA-5,Slovenia MA-5,Spain MA-5,Malta PDs,Austria PDs,Belgium PDs,Croatia PDs,Cyprus PDs,Spain PDs,Estonia PDs,Finland PDs,France PDs,Greece PDs,Germany PDs,Ireland PDs,Italy PDs,Latvia PDs,Lithuania PDs,Luxembourg PDs,Netherlands PDs,Portugal PDs,Slovakia PDs,Slovenia PDs,Austria Market Access,Belgium Market Access,Cyprus Market Access,Croatia Market Access,Estonia Market Access,Finland Market Access,France Market Access,Germany Market Access,Greece Market Access,Ireland Market Access,Italy Market Access,Latvia Market Access,Lithuania Market Access,Luxembourg Market Access,Malta Market Access,Netherlands Market Access,Portugal Market Access,Slovakia Market Access,Slovenia Market Access,Spain Market Access
2018-10,243238.0,342265.305,11262.0,1132794.0,0.0,899986.0,92589.0,1659542.0,51511.0,0.0,131912.295,1846804.57,9400.504,8250.0,7425.0,4732.049,297620.162,143619.51,25547.097,37276.75,343269.8,417397.4,46473.2,18558.7,21409.0,211993.4,2199797.3,3093260.0,176275.1,248017.1,1673951.8,23809.4,37964.0,53881.0,10139.9,702881.0,181029.0,79632.7,38889.0,1088940.8,0.0787,0.3774,0.3032,1.5039,3.7443,2.0832,0.0063,0.5553,0.1747,18.0096,0.0474,0.1612,2.2996,0.3394,1.3281,0.0004,0.0484,2.9552,0.6906,1.0122,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2018-11,243535.0,345729.563,11276.0,1143133.0,48.0,908322.0,93664.0,1658961.0,51517.0,0.0,132848.915,1854174.1,9460.499,8250.0,7466.0,4732.049,298117.156,144518.51,25547.097,34725.984,343269.8,417397.4,46473.2,18558.7,21409.0,211993.4,2199797.3,3093260.0,176275.1,248017.1,1673951.8,23809.4,37964.0,53881.0,10139.9,702881.0,181029.0,79632.7,38889.0,1088940.8,0.099,0.4706,0.3858,1.7048,5.0546,2.8767,0.0096,0.7349,0.2373,20.4253,0.0592,0.2027,3.0031,0.3885,1.6416,0.0004,0.0662,3.7609,0.7379,1.3144,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2018-12,243486.0,345705.359,10791.0,1133822.0,48.0,911816.0,93664.0,1661239.0,51520.0,0.0,132218.295,1828287.39,9495.515,8250.0,7506.0,4852.749,298088.086,143730.81,25547.097,34726.423,343269.8,417397.4,46473.2,18558.7,21409.0,211993.4,2199797.3,3093260.0,176275.1,248017.1,1673951.8,23809.4,37964.0,53881.0,10139.9,702881.0,181029.0,79632.7,38889.0,1088940.8,0.0976,0.4707,0.3922,1.8377,5.0555,4.5979,0.0098,0.735,0.2406,21.3572,0.0674,0.2028,3.2273,0.3885,1.6417,0.0004,0.0688,3.7614,0.7872,1.3147,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2019-01,244750.0,351705.642,10796.0,1121251.0,48.0,914786.0,93664.0,1682271.0,51518.0,0.0,136448.892,1857951.62,9594.551,8250.0,7536.0,4852.749,284943.814,147730.81,27047.097,34970.862,355678.4,430372.5,48119.5,19312.2,22864.0,217675.0,2246799.4,3206770.0,176775.4,278462.6,1705248.5,25040.7,40178.7,56100.8,11249.7,727222.2,187893.4,82759.3,40773.2,1126265.6,0.104,0.392,0.3891,1.8059,5.5293,2.8271,0.0158,0.7166,0.2394,19.7618,0.0618,0.2043,3.1822,0.3911,0.4731,0.0004,0.0614,3.3933,0.4993,1.3958,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2019-02,250996.0,356705.719,11800.0,1119490.0,48.0,924146.0,96664.0,1700739.0,57332.0,0.0,137404.962,1862053.06,9682.583,8250.0,8046.0,4852.749,289891.401,147812.44,25848.539,35180.259,355678.4,430372.5,48119.5,19312.2,22864.0,217675.0,2246799.4,3206770.0,176775.4,278462.6,1705248.5,25040.7,40178.7,56100.8,11249.7,727222.2,187893.4,82759.3,40773.2,1126265.6,0.1176,0.4334,0.3978,1.8026,5.6119,2.9296,0.0191,0.7313,0.249,19.9598,0.062,0.219,3.215,0.3933,0.5892,0.0004,0.0617,3.314,0.4758,1.4399,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2019-03,240926.0,348418.918,11813.0,1119665.0,48.0,936176.0,96664.0,1710443.0,59797.0,0.0,137404.962,1858228.73,9802.619,8250.0,8076.0,4891.999,289741.353,149062.44,25848.539,35254.684,355678.4,430372.5,48119.5,19312.2,22864.0,217675.0,2246799.4,3206770.0,176775.4,278462.6,1705248.5,25040.7,40178.7,56100.8,11249.7,727222.2,187893.4,82759.3,40773.2,1126265.6,0.1176,0.4291,0.3933,1.8042,5.5116,2.4177,0.0191,0.7242,0.2402,19.8809,0.0612,0.208,2.8696,0.3887,0.6354,0.0004,0.0607,2.8474,0.4758,1.326,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2019-04,242043.0,351736.081,11798.0,1112904.0,48.0,926206.0,97664.0,1704499.0,57344.0,0.0,137329.407,1871048.56,9647.653,8250.0,8106.0,4891.999,291428.353,150094.28,25869.039,36500.709,355678.4,430372.5,48119.5,19312.2,22864.0,217675.0,2246799.4,3206770.0,176775.4,278462.6,1705248.5,25040.7,40178.7,56100.8,11249.7,727222.2,187893.4,82759.3,40773.2,1126265.6,0.1176,0.4291,0.3933,1.8042,5.5116,2.4177,0.0191,0.7242,0.2402,19.8809,0.0612,0.208,2.8696,0.3887,0.6354,0.0004,0.0607,2.8474,0.4758,1.326,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2019-05,243420.0,351735.492,13054.0,1129946.0,48.0,934938.0,97664.0,1706271.0,57357.0,0.0,140567.318,1861097.92,9793.689,8250.0,8420.0,4891.999,297263.357,151322.28,25869.039,35509.903,355678.4,430372.5,48119.5,19312.2,22864.0,217675.0,2246799.4,3206770.0,176775.4,278462.6,1705248.5,25040.7,40178.7,56100.8,11249.7,727222.2,187893.4,82759.3,40773.2,1126265.6,0.1176,0.4291,0.3933,1.8042,5.5116,2.4177,0.0191,0.7242,0.2402,19.8809,0.0612,0.208,2.8696,0.3887,0.6354,0.0004,0.0607,2.8474,0.4758,1.326,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2019-06,237502.0,355861.148,12854.0,1127666.0,48.0,948379.0,98636.0,1722772.0,57367.0,0.0,134549.806,1884329.56,11128.714,8250.0,8455.0,4878.329,297263.357,143805.34,25869.039,35776.529,355678.4,430372.5,48119.5,19312.2,22864.0,217675.0,2246799.4,3206770.0,176775.4,278462.6,1705248.5,25040.7,40178.7,56100.8,11249.7,727222.2,187893.4,82759.3,40773.2,1126265.6,0.1176,0.4291,0.3933,1.8042,5.5116,2.4177,0.0191,0.7242,0.2402,19.8809,0.0612,0.208,2.8696,0.3887,0.6354,0.0004,0.0607,2.8474,0.4758,1.326,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2019-07,240598.0,358517.185,12491.0,1111894.0,48.0,937505.0,93636.0,1736751.0,56117.0,0.0,135504.906,1902610.59,11243.74,8250.0,8470.0,4856.879,285086.933,144907.79,26219.039,35776.968,355678.4,430372.5,48119.5,19312.2,22864.0,217675.0,2246799.4,3206770.0,176775.4,278462.6,1705248.5,25040.7,40178.7,56100.8,11249.7,727222.2,187893.4,82759.3,40773.2,1126265.6,0.1176,0.4291,0.3933,1.8042,5.5116,2.4177,0.0191,0.7242,0.2402,19.8809,0.0612,0.208,2.8696,0.3887,0.6354,0.0004,0.0607,2.8474,0.4758,1.326,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2019-08,240497.0,358517.516,12496.0,1129223.0,48.0,942325.0,93636.0,1741834.0,56119.0,0.0,134962.906,1897473.97,11245.766,8250.0,8500.0,4856.879,285086.933,144897.42,26219.039,35777.408,355678.4,430372.5,48119.5,19312.2,22864.0,217675.0,2246799.4,3206770.0,176775.4,278462.6,1705248.5,25040.7,40178.7,56100.8,11249.7,727222.2,187893.4,82759.3,40773.2,1126265.6,0.0797,0.3174,0.3361,1.0507,3.8983,2.0129,0.0065,0.2295,0.193,17.1908,0.0445,0.2602,2.6762,0.3919,0.4782,0.0003,0.0641,3.053,0.4508,1.6868,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2019-09,241445.0,349093.055,12505.0,1127288.0,48.0,949942.0,96636.0,1761579.0,56113.0,0.0,135567.906,1875061.27,11345.791,8250.0,8529.0,4711.89,286525.016,146061.58,26219.039,35993.434,355678.4,430372.5,48119.5,19312.2,22864.0,217675.0,2246799.4,3206770.0,176775.4,278462.6,1705248.5,25040.7,40178.7,56100.8,11249.7,727222.2,187893.4,82759.3,40773.2,1126265.6,0.0914,0.3111,0.3304,1.0916,3.6055,2.0566,0.0059,0.2398,0.1962,16.6825,0.0417,0.3066,2.6409,0.3755,0.4623,0.0003,0.0651,2.7886,0.4145,1.4645,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2019-10,235216.0,349593.292,12859.0,1122425.0,48.0,936397.0,96636.0,1737572.0,55597.0,0.0,131448.984,1875174.4,11406.931,8050.0,8590.0,4714.412,287600.02,146298.58,26228.039,36248.975,355678.4,430372.5,48119.5,19312.2,22864.0,217675.0,2246799.4,3206770.0,176775.4,278462.6,1705248.5,25040.7,40178.7,56100.8,11249.7,727222.2,187893.4,82759.3,40773.2,1126265.6,0.0912,0.2938,0.332,0.935,3.3319,1.9961,0.0074,0.2471,0.198,15.6839,0.042,0.1269,2.5336,0.3322,0.3348,0.0003,0.0597,2.821,0.4225,1.361,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2019-11,236736.0,350962.275,12865.0,1137381.0,48.0,934497.0,97681.0,1732905.0,55600.0,0.0,131078.984,1877951.58,11495.956,9750.0,8526.0,4769.412,289143.016,147254.58,26228.039,36424.901,355678.4,430372.5,48119.5,19312.2,22864.0,217675.0,2246799.4,3206770.0,176775.4,278462.6,1705248.5,25040.7,40178.7,56100.8,11249.7,727222.2,187893.4,82759.3,40773.2,1126265.6,0.0891,0.2939,0.3321,0.8187,3.2299,1.8609,0.0068,0.2502,0.1876,15.1753,0.041,0.0991,2.432,0.3247,0.3835,0.0003,0.0598,2.8459,0.4205,1.2918,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2019-12,236275.0,350820.356,12123.0,1129104.0,48.0,937957.0,97681.0,1735513.0,55601.0,0.0,131078.984,1863557.75,11553.981,9750.0,8567.0,4769.412,289143.016,146404.53,26228.039,36288.952,355678.4,430372.5,48119.5,19312.2,22864.0,217675.0,2246799.4,3206770.0,176775.4,278462.6,1705248.5,25040.7,40178.7,56100.8,11249.7,727222.2,187893.4,82759.3,40773.2,1126265.6,0.0869,0.3043,0.3243,0.8537,3.0199,1.8032,0.0076,0.2417,0.1904,15.3723,0.0403,0.0982,2.4782,0.3052,0.3752,0.0003,0.0514,2.9965,0.4085,1.489,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020-01,237910.0,356821.018,13806.0,1117876.0,48.0,936892.0,97581.0,1759077.0,55597.0,0.0,134670.983,1889855.77,11679.007,9750.0,8567.0,4769.412,275464.832,150404.53,26082.324,36627.593,368797.0,445269.8,50416.3,20495.8,24485.3,224207.6,2302494.2,3317332.0,178597.3,311094.1,1738887.7,26396.0,42744.5,58225.5,12378.8,757450.2,196154.0,86356.3,42950.3,1169217.8,0.0817,0.2934,0.3212,0.8845,3.015,2.9465,0.0083,0.2378,0.1888,15.0624,0.0376,0.1942,2.5355,0.2994,0.3305,0.0003,0.0496,2.9133,0.4974,1.5651,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020-02,241460.0,362258.173,13153.0,1130916.0,48.0,948230.0,100581.0,1770449.0,58101.0,0.0,134205.783,1895748.74,11835.031,9750.0,8587.0,4869.412,276608.832,151872.57,26082.324,36905.205,368797.0,445269.8,50416.3,20495.8,24485.3,224207.6,2302494.2,3317332.0,178597.3,311094.1,1738887.7,26396.0,42744.5,58225.5,12378.8,757450.2,196154.0,86356.3,42950.3,1169217.8,0.0752,0.282,0.3133,0.8722,3.1477,1.6753,0.0078,0.2236,0.1984,15.9928,0.037,0.2018,2.565,0.2819,0.3134,0.0003,0.0516,2.6058,0.4751,1.5189,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020-03,243822.0,365443.416,13158.0,1127231.0,48.0,973084.0,102996.0,1789825.0,58088.0,0.0,134155.783,1873717.71,11640.057,9750.0,8666.0,4869.412,282601.21,153014.54,27282.324,36954.006,368797.0,445269.8,50416.3,20495.8,24485.3,224207.6,2302494.2,3317332.0,178597.3,311094.1,1738887.7,26396.0,42744.5,58225.5,12378.8,757450.2,196154.0,86356.3,42950.3,1169217.8,0.1018,0.276,0.3219,0.7264,1.9496,1.7784,0.0061,0.2312,0.2084,16.5756,0.0402,0.09,2.2515,0.3175,0.3034,0.0004,0.0524,2.6008,0.3767,1.3991,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020-04,253607.0,376666.015,14901.0,1116590.0,48.0,971544.0,99872.0,1789053.0,60089.0,0.0,129555.619,1900790.38,12038.015,12250.0,10509.0,5011.085,286080.21,159221.52,30123.824,36276.562,368797.0,445269.8,50416.3,20495.8,24485.3,224207.6,2302494.2,3317332.0,178597.3,311094.1,1738887.7,26396.0,42744.5,58225.5,12378.8,757450.2,196154.0,86356.3,42950.3,1169217.8,0.0825,0.2729,0.2914,1.1377,1.4471,1.6155,0.0069,0.1953,0.1901,15.7436,0.0369,0.0797,2.1314,0.274,0.2407,0.0003,0.0478,2.1587,0.322,1.2038,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020-05,255976.0,380007.689,14897.0,1151916.0,48.0,988500.0,103147.0,1798601.0,60096.0,0.0,130375.619,1933840.81,13998.048,10250.0,10612.0,5311.085,293782.21,160979.76,30863.824,41004.803,368797.0,445269.8,50416.3,20495.8,24485.3,224207.6,2302494.2,3317332.0,178597.3,311094.1,1738887.7,26396.0,42744.5,58225.5,12378.8,757450.2,196154.0,86356.3,42950.3,1169217.8,0.0744,0.2808,0.2782,1.3695,1.3958,1.6173,0.0074,0.1807,0.1915,15.6125,0.0349,0.0828,2.0224,0.2838,0.2567,0.0003,0.0445,2.1578,0.2798,1.2727,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020-06,259156.0,384023.872,14885.0,1172030.0,1548.0,1016165.0,106147.0,1831450.0,61734.0,0.0,138337.369,1954260.62,14245.081,10250.0,10543.0,5258.247,298969.205,154615.67,31390.824,41964.23,368797.0,445269.8,50416.3,20495.8,24485.3,224207.6,2302494.2,3317332.0,178597.3,311094.1,1738887.7,26396.0,42744.5,58225.5,12378.8,757450.2,196154.0,86356.3,42950.3,1169217.8,0.0728,0.2998,0.2565,1.4328,1.3739,1.6046,0.0065,0.1678,0.1774,15.3437,0.0325,0.0882,1.7993,0.2816,0.2515,0.0003,0.0453,2.2532,0.262,1.3236,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020-07,248378.0,386845.053,15840.0,1181047.0,1548.0,1013501.0,106147.0,1837534.0,61732.0,0.0,140680.669,1988517.45,16320.097,10250.0,10604.0,5444.207,288404.59,160104.44,31484.384,41964.672,368797.0,445269.8,50416.3,20495.8,24485.3,224207.6,2302494.2,3317332.0,178597.3,311094.1,1738887.7,26396.0,42744.5,58225.5,12378.8,757450.2,196154.0,86356.3,42950.3,1169217.8,0.0678,0.3082,0.2553,1.2007,1.3071,1.5425,0.007,0.1712,0.1666,13.1695,0.0312,0.0839,1.8484,0.3488,0.2287,0.0003,0.0404,2.092,0.233,1.2813,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020-08,249728.0,388944.737,15844.0,1216225.0,1548.0,1018828.0,106147.0,1852753.0,61737.0,0.0,140164.169,2006370.98,16510.122,10250.0,10624.0,5444.207,288404.59,161593.6,31534.384,41965.113,368797.0,445269.8,50416.3,20495.8,24485.3,224207.6,2302494.2,3317332.0,178597.3,311094.1,1738887.7,26396.0,42744.5,58225.5,12378.8,757450.2,196154.0,86356.3,42950.3,1169217.8,0.0652,0.3524,0.2565,1.1259,1.2446,1.9238,0.0072,0.1616,0.204,12.4365,0.0342,0.0812,1.8313,0.3517,0.2225,0.0003,0.0396,1.9436,0.2124,0.1291,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020-09,250961.0,372013.681,15846.0,1217047.0,1548.0,1027755.0,103146.0,1873175.0,64232.0,0.0,141814.633,2013234.52,16700.154,11750.0,10664.0,5505.722,296615.314,162304.6,31754.384,42577.941,368797.0,445269.8,50416.3,20495.8,24485.3,224207.6,2302494.2,3317332.0,178597.3,311094.1,1738887.7,26396.0,42744.5,58225.5,12378.8,757450.2,196154.0,86356.3,42950.3,1169217.8,0.034,0.3769,0.2732,1.3807,1.3784,1.9377,0.0079,0.1428,0.2147,15.9101,0.0387,0.1767,1.8584,0.4494,0.2073,0.0003,0.0462,1.8756,0.3729,1.874,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020-10,253560.0,374322.372,15846.0,1213613.0,1548.0,1016176.0,104146.0,1859004.0,66226.0,0.0,137366.786,2010930.93,16759.277,11750.0,10684.0,5457.872,298915.314,163304.6,32553.404,43056.382,368797.0,445269.8,50416.3,20495.8,24485.3,224207.6,2302494.2,3317332.0,178597.3,311094.1,1738887.7,26396.0,42744.5,58225.5,12378.8,757450.2,196154.0,86356.3,42950.3,1169217.8,0.0524,0.5394,0.3654,1.8041,2.4664,2.8675,0.0456,0.1897,0.2937,21.6438,0.0658,0.1836,3.2943,0.6013,0.4462,0.0009,0.0669,2.5812,0.6312,1.8796,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020-11,254510.0,375817.044,15843.0,1225380.0,1548.0,1019911.0,105097.0,1857531.0,66227.0,0.0,139003.556,1999939.21,16924.297,11750.0,10704.0,5642.872,300554.632,163304.6,32553.404,43425.81,368797.0,445269.8,50416.3,20495.8,24485.3,224207.6,2302494.2,3317332.0,178597.3,311094.1,1738887.7,26396.0,42744.5,58225.5,12378.8,757450.2,196154.0,86356.3,42950.3,1169217.8,0.0522,0.5201,0.3447,1.755,2.4738,2.4753,0.0472,0.1841,0.2664,20.2271,0.0638,0.1858,3.4178,0.5924,0.4259,0.0009,0.07,2.583,0.6906,1.8165,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020-12,256603.363,375960.467,15592.072,1361788.427,1534.168,1036592.098,104484.056,1846357.959,70245.553,25312.327,138648.746,2003795.21,16821.836,11847.432,10189.574,5768.015,300134.905,162706.764,32744.631,43360.393,368797.0,445269.8,50416.3,20495.8,24485.3,224207.6,2302494.2,3317332.0,178597.3,311094.1,1738887.7,26396.0,42744.5,58225.5,12378.8,757450.2,196154.0,86356.3,42950.3,1169217.8,0.0703,0.5325,0.3623,1.7107,2.4494,2.4859,0.0536,0.2172,0.2599,19.8687,0.061,0.1989,2.9365,0.5208,0.4652,0.0009,0.0631,2.5852,0.5993,1.5686,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01,256170.089,381049.593,15545.181,1360714.75,1534.532,1036171.999,105606.379,1881181.919,71095.364,25207.946,144548.531,2033183.484,16646.262,11855.767,9216.512,5769.705,301835.24,163084.98,33553.792,43790.257,376443.9,454912.4,51461.9,21381.7,25855.0,229446.6,2325869.1,3390070.0,177032.6,332983.3,1740234.6,27492.0,45309.3,60296.9,13208.7,780907.8,200482.0,89145.2,44599.3,1177638.2,0.0913,0.4491,0.3678,2.1239,3.1329,3.6224,0.152,0.2187,0.2448,17.711,0.0605,0.2373,2.9671,0.5465,0.5894,0.0012,0.0662,2.6174,0.804,1.6741,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-02,259616.291,387798.493,16543.702,1375982.322,1534.86,1057991.271,108673.258,1886624.624,74446.341,25237.154,144533.529,2069774.726,16854.559,11850.76,9166.4,6078.179,310098.856,165513.66,34091.891,44220.673,376443.9,454912.4,51461.9,21381.7,25855.0,229446.6,2325869.1,3390070.0,177032.6,332983.3,1740234.6,27492.0,45309.3,60296.9,13208.7,780907.8,200482.0,89145.2,44599.3,1177638.2,0.1028,0.4414,0.3832,1.9796,3.2147,3.4188,0.1049,0.2034,0.2247,18.0615,0.0502,0.2669,2.8596,0.5231,0.5783,0.0012,0.069,2.5561,0.771,1.6094,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-03,265155.274,390189.869,16554.046,1382383.375,1535.224,1072355.391,109775.639,1911432.274,76626.383,27186.088,145203.357,2067359.47,17059.194,14330.973,10400.109,6074.245,315119.159,167352.505,33954.617,43700.168,376443.9,454912.4,51461.9,21381.7,25855.0,229446.6,2325869.1,3390070.0,177032.6,332983.3,1740234.6,27492.0,45309.3,60296.9,13208.7,780907.8,200482.0,89145.2,44599.3,1177638.2,0.0866,0.421,0.3556,1.5668,2.0922,2.7752,0.1059,0.2337,0.2049,16.1603,0.0518,0.1439,2.4671,0.4308,0.6253,0.0012,0.0591,2.2632,0.5322,1.1193,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-04,274358.845,390841.495,16552.154,1386605.775,1535.576,1063906.461,104283.221,1895888.248,76695.298,27214.742,148247.245,2100805.615,17277.963,14338.946,10425.662,6089.3,321663.038,162835.813,32970.803,45696.101,376443.9,454912.4,51461.9,21381.7,25855.0,229446.6,2325869.1,3390070.0,177032.6,332983.3,1740234.6,27492.0,45309.3,60296.9,13208.7,780907.8,200482.0,89145.2,44599.3,1177638.2,0.0755,0.4037,0.3231,1.7229,2.0509,2.1349,0.0513,0.2259,0.1681,16.5106,0.042,0.1432,2.1568,0.5175,0.6908,0.001,0.0468,2.1765,0.3849,0.8475,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-05,277680.625,393647.523,16491.29,1414016.635,1535.94,1077528.288,107354.463,1894290.55,79882.226,27198.02,149037.112,2115927.845,17048.645,14347.185,10441.064,6371.245,325898.061,163631.735,33013.815,46195.309,376443.9,454912.4,51461.9,21381.7,25855.0,229446.6,2325869.1,3390070.0,177032.6,332983.3,1740234.6,27492.0,45309.3,60296.9,13208.7,780907.8,200482.0,89145.2,44599.3,1177638.2,0.0782,0.3803,0.2868,1.6722,2.0537,1.9765,0.0481,0.2298,0.1524,15.9471,0.0411,0.1536,2.0428,0.5104,0.5786,0.001,0.0429,2.1189,0.3474,0.8431,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-06,278397.565,398202.954,16438.012,1423535.577,1534.03,1100024.387,108844.056,1920067.537,82480.999,27152.451,151158.44,2123571.615,17215.239,14355.158,10475.223,6380.366,331365.648,164934.695,33053.75,46781.318,376443.9,454912.4,51461.9,21381.7,25855.0,229446.6,2325869.1,3390070.0,177032.6,332983.3,1740234.6,27492.0,45309.3,60296.9,13208.7,780907.8,200482.0,89145.2,44599.3,1177638.2,0.0695,0.3607,0.2779,1.5564,2.0108,1.9032,0.0477,0.2305,0.1477,13.9702,0.0388,0.1859,2.0016,0.5199,0.562,0.001,0.0387,1.9397,0.3391,0.796,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-07,281079.681,402937.585,16393.385,1418282.997,1534.394,1084442.75,108417.546,1944873.421,82596.238,27483.881,152513.756,2154921.66,18094.661,14320.896,11034.615,6441.826,316887.256,165566.694,34052.036,46842.995,376443.9,454912.4,51461.9,21381.7,25855.0,229446.6,2325869.1,3390070.0,177032.6,332983.3,1740234.6,27492.0,45309.3,60296.9,13208.7,780907.8,200482.0,89145.2,44599.3,1177638.2,0.0668,0.3526,0.2958,1.171,2.0267,1.8448,0.0294,0.2301,0.1568,12.8103,0.0414,0.1703,2.101,0.4995,0.5747,0.001,0.0383,2.2387,0.2954,0.7457,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-08,283257.878,404121.59,16360.407,1435054.956,1534.758,1089940.858,111596.822,1962910.201,82705.56,27525.562,152284.048,2146269.339,18012.1,14320.885,11069.0,6285.75,317243.337,164619.07,34049.731,46888.673,376443.9,454912.4,51461.9,21381.7,25855.0,229446.6,2325869.1,3390070.0,177032.6,332983.3,1740234.6,27492.0,45309.3,60296.9,13208.7,780907.8,200482.0,89145.2,44599.3,1177638.2,0.0653,0.3171,0.2862,1.1864,1.8925,1.8448,0.0292,0.2323,0.1496,12.6702,0.0392,0.1681,2.0362,0.4786,0.5798,0.001,0.0365,2.1751,0.2908,0.7458,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-09,274907.379,391527.098,16356.871,1431052.539,1535.11,1106584.415,112384.788,1984032.751,84921.083,27580.374,153930.849,2116832.098,18285.924,14328.858,11129.846,6503.993,326731.039,164432.617,34035.429,47281.521,376443.9,454912.4,51461.9,21381.7,25855.0,229446.6,2325869.1,3390070.0,177032.6,332983.3,1740234.6,27492.0,45309.3,60296.9,13208.7,780907.8,200482.0,89145.2,44599.3,1177638.2,0.3991,0.3756,0.3058,1.2776,3.3418,1.9523,0.0478,0.2613,0.1693,13.8344,0.0433,0.4054,2.0856,0.5227,0.699,0.0099,0.0465,2.3474,0.2775,1.0275,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-10,276693.295,392846.696,16380.36,1436469.769,1535.474,1091085.832,113404.307,1959951.58,85062.218,27643.087,155552.686,2128788.818,18390.116,14337.096,11228.102,6509.467,332456.87,163550.661,33372.067,48518.159,376443.9,454912.4,51461.9,21381.7,25855.0,229446.6,2325869.1,3390070.0,177032.6,332983.3,1740234.6,27492.0,45309.3,60296.9,13208.7,780907.8,200482.0,89145.2,44599.3,1177638.2,0.0796,0.2872,0.267,1.2862,1.4348,1.8786,0.0236,0.2874,0.1322,11.3831,0.0399,0.1376,1.8966,0.4474,0.5128,0.0013,0.038,2.3418,0.2316,0.6678,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-11,277134.102,396606.582,16384.051,1454282.66,1535.826,1101383.827,114440.742,1978151.492,85270.329,27676.696,155847.782,2112146.943,18560.454,14345.069,11350.02,6777.811,336621.171,163259.027,33334.939,48835.351,376443.9,454912.4,51461.9,21381.7,25855.0,229446.6,2325869.1,3390070.0,177032.6,332983.3,1740234.6,27492.0,45309.3,60296.9,13208.7,780907.8,200482.0,89145.2,44599.3,1177638.2,0.084,0.3192,0.3006,1.1157,1.4798,1.9263,0.0283,0.3003,0.1321,11.5687,0.0399,0.1386,1.8824,0.4412,0.5125,0.0016,0.0383,2.3538,0.2367,0.6852,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
