DATE,TIME PERIOD,Austria,Belgium,Cyprus,Germany,Estonia,Spain,Finland,France,Greece,Croatia,Ireland,Italy,Lithuania,Luxembourg,Latvia,Malta,Netherlands,Portugal,Slovenia,Slovakia
2024-04-30,2024Apr,332045.286,452642.564,13869.813,1730990.44,4070.812,1323177.493,140010.29,2344176.481,95651.036,32599.147,143792.656,2355130.464,23722.821,18037.394,14648.909,8897.296,365315.783,161274.84,39263.091,67301.299
2024-05-31,2024May,339030.183,454939.61,13830.489,1733484.414,4078.979,1317415.646,141646.181,2334793.006,99084.258,32633.558,144053.327,2376374.209,23944.466,18015.583,14827.682,8957.22,369946.849,165478.766,39337.247,68073.849
2024-06-30,2024Jun,342862.209,442143.303,13818.89,1742302.117,4084.614,1342947.476,143674.396,2363600.042,98893.188,32540.023,144173.289,2406987.659,23094.484,18032.381,14850.577,8904.342,370755.503,165705.023,39393.687,67131.161
2024-07-31,2024Jul,332928.778,446454.412,13839.569,1762060.062,4092.782,1332082.261,143283.552,2373539.056,99125.826,33098.572,144174.861,2415400.978,24288.837,18049.738,14837.711,8703.842,355307.001,165812.288,39409.586,67255.001
2024-08-31,2024Aug,333551.126,447692.663,13859.647,1764261.724,4100.95,1342868.192,147430.562,2401744.726,99367.841,33147.485,144366.015,2417505.673,24204.006,18058.823,14861.375,9090.117,355745.913,166043.737,39412.655,67362.797
2024-09-30,2024Sep,343943.798,450729.267,13845.073,1769235.921,4309.107,1357956.187,144952.205,2429513.702,99777.858,33209.871,145545.623,2415844.709,24405.36,18075.621,15494.426,9083.668,358456.038,165960.349,38004.538,68028.93
2024-10-31,2024Oct,335214.632,441048.263,13861.661,1773377.283,4257.671,1346856.462,147001.799,2442067.524,100275.566,33280.41,145478.866,2434924.567,24492.093,19337.637,15517.181,9298.032,361165.447,165071.885,38795.537,68259.179
2024-11-30,2024Nov,336904.505,444342.794,13831.503,1790445.92,4266.118,1342874.477,148017.467,2420909.494,100762.053,32846.651,145485.809,2445298.452,24483.579,19357.181,15541.731,9266.708,363897.276,166547.492,38797.131,68179.503
2024-12-31,2024Dec,339605.23,445598.101,12832.204,1783363.453,4274.452,1336662.302,148452.063,2421504.99,100979.14,32881.811,145637.695,2428449.697,24664.2,19377.378,15592.076,9278.467,363801.832,165537.381,38851.723,68312.188
2025-01-31,2025Jan,340598.099,451401.922,12819.761,1811983.439,4250.591,1349590.724,151632.082,2463916.399,104199.561,32833.497,148817.704,2451868.08,26837.873,19397.574,15196.808,9276.808,364812.127,167896.879,39680.597,69145.988
2025-02-28,2025Feb,351544.464,453539.926,12803.494,1795947.111,4258.475,1366626.791,153711.124,2486542.098,101941.944,34873.166,148763.893,2485478.814,27088.299,19403.281,15254.637,9725.092,367665.631,169898.829,39732.254,72748.005
2025-03-31,2025Mar,355376.637,457775.074,12821.93,1807926.006,4267.203,1388985.743,155422.425,2473946.504,103291.153,33695.223,137609.436,2471097.094,27284.143,19276.29,15314.607,9716.939,374022.551,171118.416,39859.717,73217.314
2025-04-30,2025Apr,357028.46,462110.555,12766.435,1814339.254,4275.65,1386302.071,156753.134,2503489.693,103644.077,33730.015,137715.644,2492183.274,27580.537,17795.85,15454.661,9727.415,379205.333,171769.362,39940.059,74420.882
2025-05-31,2025May,359292.291,468840.389,12756.618,1841778.982,4284.378,1380736.335,162468.889,2487357.985,103896.779,33766.81,138172.164,2482171.257,26836.527,17777.22,16568.01,9791.843,384193.453,176455.188,40031.975,72335.838
2025-06-30,2025Jun,362462.344,450580.996,12741.273,1844927.165,4290.563,1408406.663,164577.608,2512667.56,103331.331,33675.369,138276.742,2518330.59,27098.998,17796.994,16666.407,9721.024,387515.628,178174.014,40118.526,73714.736
2025-07-31,2025Jul,362048.708,456232.332,12760.24,1873126.559,4299.291,1398948.358,157947.362,2538145.536,103165.967,33831.637,138407.408,2522891.065,27247.614,17817.427,16749.345,10022.679,368871.067,179196.428,39292.638,73864.671
